Title,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,Country Availability,Runtime,Director,Writer,Actors,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,Netflix Release Date,Production House,Netflix Link,IMDb Link,Summary,IMDb Votes,Image,Poster,TMDb Trailer,Trailer Site
The Town,"Crime, Drama, Thriller","Crime Films,Crime Action,Action,Action Thrillers,Action & Adventure,Movies Based on Books,Dramas,Crime Dramas,Crime Action & Adventure,Gangster Movies,Heist Films",English,Movie,4.0,"Belgium,Switzerland,Germany,Turkey,United Kingdom,France,Spain,Netherlands,Italy,Portugal,Lithuania,Poland,Greece,Czech Republic,Hungary,Slovakia,Romania",> 2 hrs,Ben Affleck,"Peter Craig, Chuck Hogan, Ben Affleck, Aaron Stockard","Ben Affleck, Jeremy Renner, Jon Hamm, Rebecca Hall",R,7.5,92.0,74.0,9.0,46.0,"$92,186,262",17 Sep 2010,2015-04-14,"GK Films, Thunder Road Film",https://www.netflix.com/watch/70127227,https://www.imdb.com/title/tt0840361,"Career bank robber Doug and his volatile partner hit a roadblock when Doug falls for bank manager Claire, whom he kidnapped during their last heist.",353935.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZPCEAhhQm6ODmA241XaC1BwQUkmqnm2wm4-Ir6X9YjoI-IzputsGkcgWxI-sCq89NedZaj3aWaJPQm1y6VgdQ_21A.jpg?r=af3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyNzcxODg3Nl5BMl5BanBnXkFtZTcwMTUyNjQ3Mw@@._V1_SX300.jpg,https://www.youtube.com/watch?v=WcXt9aUMbBk,YouTube
Sunshine,"Sci-Fi, Thriller","Thrillers,Sci-Fi & Fantasy,International Movies,Sci-Fi Thrillers,British Films,Adventures",English,Movie,3.5,"Switzerland,Germany",1-2 hour,Danny Boyle,Alex Garland,"Cliff Curtis, Michelle Yeoh, Chipo Chung, Cillian Murphy",R,7.2,77.0,64.0,1.0,22.0,"$3,675,753",27 Jul 2007,2015-04-14,"DNA Films, Moving Picture Company, Ingenious Film Partners",https://www.netflix.com/watch/70051674,https://www.imdb.com/title/tt0448134,"With permanent darkness looming, scientists plan to reignite the sun by sending crew of astronauts hurtling through space on an intense mission.",233766.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABdfMeqUCDMQcXayZmI2xlCES4bjP6uvhhtQOpOk-0eJMXXtMvLZjVndeFhiOUYz9WQ76lr8C3Ng2XY5QRutLmj71ax6wY54.jpg?r=1b7,http://ia.media-imdb.com/images/M/MV5BMTU5Nzg2OTk2NF5BMl5BanBnXkFtZTYwNTc1ODM3._V1_SX300.jpg,https://www.youtube.com/watch?v=r8BSlqHAhuY,YouTube
Secretary,"Comedy, Drama, Romance","Independent Films,Award-winning Movies,Dark Comedies,Romantic Dramas,Romantic Comedies,Dramas,Comedies,Romantic Movies,Movies Based on Books,Romantic Independent Movies",English,Movie,3.5,Poland,1-2 hour,Steven Shainberg,"Steven Shainberg, Mary Gaitskill, Erin Cressida Wilson","James Spader, Jeremy Davies, Maggie Gyllenhaal, Lesley Ann Warren",R,7.0,76.0,63.0,15.0,26.0,"$4,059,680",11 Oct 2002,2015-04-14,"Double A Films, TwoPoundBag Productions, Slough Pond",https://www.netflix.com/watch/60023646,https://www.imdb.com/title/tt0274812,"A young woman who cuts herself gets a job working as a secretary for an attorney, and the two forge a unique relationship charged with sadomasochism.",83562.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWSOgmfMDFMAJ7BzNOK9Lm34ycpYLCVRJbpql-tvrPRWd9f4MAuniqrI2nkkYQLh4zWGabWhjTG0mc3DYWGSJrAkMw.jpg?r=1b7,http://ia.media-imdb.com/images/M/MV5BMjA5ODIzMTQ4M15BMl5BanBnXkFtZTYwMDgwNDA3._V1_SX300.jpg,https://www.youtube.com/watch?v=AFma24S-Uvw,YouTube
Soul Surfer,"Biography, Drama, Family, Sport","Dramas,Dramas based on a book,Children & Family Films,Films for ages 11 to 12,Dramas based on real life,Family Dramas,Movies Based on Real Life,Sports Movies,Sports Dramas,Movies Based on Books,Faith & Spirituality,Faith & Spirituality Movies,US Movies",English,Movie,2.8,"United States,Canada,Israel",1-2 hour,Sean McNamara,"Bethany Hamilton, Brad Gann, Matt Allen, Douglas Schwartz, Sheryl Berk, Deborah Schwartz, Caleb Wilson, Rick Bundschuh, Michael Berk, Sean McNamara","Dennis Quaid, AnnaSophia Robb, Helen Hunt, Carrie Underwood",PG,7.0,45.0,53.0,2.0,12.0,"$43,853,424",08 Apr 2011,2015-04-14,Island Film Group,https://www.netflix.com/watch/70138639,https://www.imdb.com/title/tt1596346,Hawaiian teen Bethany Hamilton bravely returns to competitive surfing after losing her left arm in a vicious shark attack.,45980.0,https://occ-0-753-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSG87clEKRnU-cZnJpxPNnpsL3XHlgFgdAvt44BRC0LYldmQ4gzigin8K8n1RKWSMPYHOUTETbTisOT5xzqEK3YByw.jpg?r=23e,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2MDg0OTYyM15BMl5BanBnXkFtZTcwMjg5MjY0NA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=MWeOjBCi3c4,YouTube
Stromberg,Comedy,"TV Comedies,German TV Shows,TV Programmes,Sitcoms",German,Series,5.4,"Switzerland,Germany",< 30 minutes,,Ralf Husmann,"Oliver Wnuk, Diana Staehly, Christoph Maria Herbst, Bjarne Mädel",TV-14,8.3,,,10.0,9.0,,11 Oct 2004,2015-04-14,,https://www.netflix.com/watch/80005100,https://www.imdb.com/title/tt0428167,"Sarcastic, selfish and ambitious, Bernd Stromberg is the worlds worst supervisor to his beleaguered insurance office staff in this workplace comedy.",7593.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbGmbirA88fSF33NiQi757UvIgNqk8A4c_F_J8kS47ij2ryvJyyzxm5bne9uNsQDNPXMbNsjF6b36Ak3kon9lXrFNQ.jpg?r=a76,https://images-na.ssl-images-amazon.com/images/M/MV5BNTE2MDU2OTcxOF5BMl5BanBnXkFtZTcwMjcyMjEzMQ@@._V1_SX300.jpg,,
Ray,"Biography, Drama, Music","Dramas,Award-winning Movies,Academy Award-Winning Films,Award-winning Dramas,Golden Globe Award-winning Films,Dramas based on real life,Movies Based on Real Life",English,Movie,3.8,"Mexico,Argentina,Colombia",> 2 hrs,Taylor Hackford,"James L. White, Taylor Hackford","Jamie Foxx, Regina King, Clifton Powell, Kerry Washington",PG-13,7.7,79.0,73.0,54.0,54.0,"$75,331,600",29 Oct 2004,2015-04-14,"Crusader Entertainment LLC, Unchain My Heart Louisiana",https://www.netflix.com/watch/70001994,https://www.imdb.com/title/tt0350258,"In this biopic, Jamie Foxx portrays rhythm and blues legend Ray Charles, who rose from obscurity and overcame his struggles to become world famous.",138703.0,https://occ-0-1490-1489.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQOA_FkmexI0xqTzi88AA0aCtcOKuI1M-xQ1Sv-ipWr1nf0V-F3vr4cOyGnoClxythdgGIQmgjXpRsFJbCYrDZxuKA.jpg?r=547,,https://www.youtube.com/watch?v=X1rJvSF3l6k,YouTube
Quartet,"Comedy, Drama","Independent Films,International Movies,British Films,Comedies,Music,Dramas,Music & Musicals","English, Italian, Polish, French",Movie,3.5,United States,1-2 hour,Dustin Hoffman,Ronald Harwood,"Pauline Collins, Maggie Smith, Billy Connolly, Tom Courtenay",PG-13,6.8,80.0,64.0,4.0,5.0,"$18,390,117",01 Mar 2013,2015-04-14,"Headline Pictures, Finola Dwyer Prods.",https://www.netflix.com/watch/70243583,https://www.imdb.com/title/tt1441951,A trio of retired opera singers annual celebration of Verdis birthday sours when their estranged fourth member shows up but refuses to sing.,19231.0,http://occ-0-3451-3446.1.nflxso.net/dnm/api/v6/XsrytRUxks8BtTRf9HNlZkW2tvY/AAAABaSC5vm1I1dj38k-y8RSyZfRq6Yxlzy9tPA8GF7041IfbLoN72UKHhAhrJ9j4tfd4EZG7QQ6lpUxCPqHlqeanuvtB5Lk_No.jpg?r=6a5,https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2MTI0MzI5Ml5BMl5BanBnXkFtZTcwNzkzNjQ4OA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=cNYJZbci31c,YouTube
Push,"Action, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action,Action Thrillers,Sci-Fi Thrillers,Action & Adventure","English, Cantonese",Movie,2.0,"Portugal,Canada,Brazil,Iceland,Italy,Argentina,Mexico,Colombia",1-2 hour,Paul McGuigan,David Bourla,"Colin Ford, Joel Gretsch, Dakota Fanning, Djimon Hounsou",PG-13,6.1,23.0,36.0,1.0,2.0,"$31,811,527",06 Feb 2009,2015-04-14,"Icon Entertainment International, Infinity Entertainment",https://www.netflix.com/watch/70109887,https://www.imdb.com/title/tt0465580,Telekinetic Nick Gant and clairvoyant Cassie Holmes join forces to find a psychic who can help them destroy a shadowy agency called the Division.,105973.0,https://occ-0-1926-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUOdRGDRfKEdQo40dh12e05Gc3a4K_fwGjDYag9kvJItRzsyUHWQK5bjjyy4esa2JC7SkVnUlA2BZu4n6ybBdSBVsQ.jpg?r=2a8,https://images-na.ssl-images-amazon.com/images/M/MV5BMTM2NjE5NTYzMl5BMl5BanBnXkFtZTcwNzc3OTMyMg@@._V1_SX300.jpg,https://www.youtube.com/watch?v=Pl3KNqCEtQ4,YouTube
Passengers,"Romance, Thriller","Thrillers,Psychological Thrillers,Mysteries,Supernatural Thrillers,US Movies",English,Movie,2.0,Japan,1-2 hour,Rodrigo García,Ronnie Christensen,"Anne Hathaway, Andre Braugher, Patrick Wilson, Dianne Wiest",PG-13,5.9,19.0,40.0,,,"$292,437",26 Sep 2008,2015-04-14,Mandate Pictures,https://www.netflix.com/watch/70104310,https://www.imdb.com/title/tt0449487,"While working with the surviving passengers of a plane crash, a therapist discovers that their accounts differ from the airlines version.",34674.0,https://occ-0-531-2705.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeYN1zO372x9L51Sm32LU3TygWRWcdjGkaTyNXQEPVG-xISKt0CKENcodBUZJNC2NOEFfaqTz5l7F6KNsqNElgj4nQ.jpg?r=8e4,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3ODE5MjIzMV5BMl5BanBnXkFtZTcwNTc4Nzc5MQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=Qj2pXJPNAW4,YouTube
Stockholm Ostra,Drama,"Romantic Dramas,Dramas,Scandinavian Films,International Movies,Romantic Films",Swedish,Movie,7.5,"Lithuania,Poland,France,Italy,Spain,Greece,Czech Republic,Portugal,Hungary,Slovakia,Germany,Romania,Switzerland,United Kingdom,Iceland",1-2 hour,Simon Kaijser,Pernilla Oljelund,"Mikael Persbrandt, Henrik Norlén, Iben Hjejle, Liv Mjönes",Not Rated,6.2,54.0,,2.0,5.0,,21 Oct 2011,2015-04-14,Film i Väst,https://www.netflix.com/watch/80007971,https://www.imdb.com/title/tt2072241,"When two strangers bound together by a common tragedy meet at a train station, they begin a dangerous journey of passion and lies.",825.0,https://occ-0-38-1501.1.nflxso.net/art/7de95/367ea116ef25c136c2f9a267aae2fd1f26d7de95.jpg,http://ia.media-imdb.com/images/M/MV5BNDE0NDYyMzgxN15BMl5BanBnXkFtZTcwOTg3NDE5Ng@@._V1_SX300.jpg,,
Neue Vahr Sud,Comedy,"German Comedies,Comedies,Political Comedies,Dramas,Films Based on Books,German Films",German,Movie,7.6,"Switzerland,Germany",1-2 hour,Hermine Huntgeburth,"Christian Zübert, Sven Regener","Eike Weinreich, Hinnerk Schönemann, Frederick Lau, Miriam Stein",,6.7,,,4.0,1.0,,01 Dec 2010,2015-04-14,,https://www.netflix.com/watch/80001125,https://www.imdb.com/title/tt1719541,"When a 20-year-old slacker forgets to register as a conscientious objector, hes drafted into the army, where his mouth gets him into trouble.",1461.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABb1FQNfuxXlDppMauvdEgcFwRvxdEsnKOwTMB8umhSHv3-PjRmKfw-v7AlgIgKYyG9WBIb3a8c3YjxmZtEn1RTYa5w.jpg?r=ad2,https://images-na.ssl-images-amazon.com/images/M/MV5BODBhY2M5ZjAtNTUzNi00NzdlLTlhNTEtZGEzMjJjNmI0ODA0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,,
Meet the Parents,"Comedy, Romance","Comedies,US Movies,Critically Acclaimed Films,Critically Acclaimed Comedies,Family Cozy Time","English, Thai, Spanish, Hebrew, French",Movie,3.8,"South Korea,Hungary,Czech Republic,India,Turkey,Poland,Italy",1-2 hour,Jay Roach,"Mary Ruth Clarke, John Hamburg, Greg Glienna, Jim Herzfeld","Ben Stiller, Robert De Niro, Blythe Danner, Teri Polo",PG-13,7.0,84.0,73.0,7.0,15.0,"$166,244,045",06 Oct 2000,2015-04-14,"Nancy Tenenbaum Productions, Universal Pictures, Tribeca Productions, DreamWorks Pictures",https://www.netflix.com/watch/60002139,https://www.imdb.com/title/tt0212338,"Greg Focker is ready to marry his girlfriend, but before he pops the question, he must win over her formidable father, a humorless former CIA agent.",311557.0,https://occ-0-1007-1360.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdUj5yTuofKEml4_Ga6Zs6sbjuE2ncaTSgBG5WbxVLe_ek96E2b4ofIcp1UJO1agCZCWTCID_i3A0Uanai1tMY5wHw.jpg?r=3f6,https://images-na.ssl-images-amazon.com/images/M/MV5BMGNlMGZiMmUtZjU0NC00MWU4LWI0YTgtYzdlNGVhZGU4NWZlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,https://www.youtube.com/watch?v=I18TOdCvvdM,YouTube
The Mask,"Action, Comedy, Crime, Fantasy","Crime Films,Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Fantasy,Action Comedies,Blockbuster Movies,Comedies,Crime Comedies,Action & Adventure,Crime Action & Adventure,Gangster Movies,Blockbuster Action & Adventure,Laugh-Out-Loud Comedies","English, Swedish",Movie,3.4,"Japan,Hungary,Romania,South Africa,Lithuania,Russia,Switzerland,United Kingdom,Portugal,Belgium,Czech Republic,Netherlands,Spain,Germany,Italy,Poland,Slovakia,Sweden,Turkey,Greece",1-2 hour,Chuck Russell,"Mark Verheiden, Mike Werb, Michael Fallon","Amy Yasbeck, Peter Riegert, Peter Greene, Jim Carrey",PG-13,6.9,77.0,56.0,6.0,21.0,"$119,938,730",29 Jul 1994,2015-04-14,"New Line Cinema, Dark Horse Entertainment",https://www.netflix.com/watch/70027007,https://www.imdb.com/title/tt0110475,A meek bank teller discovers a magical ancient mask that unleashes his deepest desires -- and gives him the superhuman ability to act on them.,347614.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABaln-q7ZCl_cTzKdmQ8_WVJRocEuX5SD4j3dAfdEY9jiQIAU1dhDQz-E-af-y-EY-d5kco37kOKpecxVwF1XFYo9OQ.jpg?r=0b5,https://images-na.ssl-images-amazon.com/images/M/MV5BOWExYjI5MzktNTRhNi00Nzg2LThkZmQtYWVkYjRlYWI2MDQ4XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=lcjN7zkgELM,YouTube
Shes the Man,"Comedy, Romance, Sport","Romantic Comedies,Comedies,Romantic Films,Teen Movies",English,Movie,2.5,"Belgium,Netherlands,Australia",1-2 hour,Andy Fickman,"Ewan Leslie, Kirsten Smith, Karen McCullah","Laura Ramsey, Vinnie Jones, Channing Tatum, Amanda Bynes",PG-13,6.3,43.0,45.0,2.0,5.0,"$33,741,133",17 Mar 2006,2015-04-14,"DreamWorks SKG, Lakeshore Entertainment",https://www.netflix.com/watch/70044873,https://www.imdb.com/title/tt0454945,Teenage Viola tries to convince the students at her twin brothers school that shes actually him in this twist on Shakespeares Twelfth Night.,146032.0,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABceIVeZu4bLRmZmNM_u5ILAqKHtRC_FpGOQk4LIzVO9lzxR8rGH53_I5lSz9pW6HBLMqEc7BwWfhwMrup-eaq1pUXA.jpg?r=efa,https://images-na.ssl-images-amazon.com/images/M/MV5BMjEyMzAzMDk1Ml5BMl5BanBnXkFtZTcwNjg0OTEzMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=D4OhwrMidSU,YouTube
Super Size Me,Documentary,"Award-winning Movies,Social & Cultural Documentaries,Biographical Documentaries,Documentaries",English,Movie,3.6,Germany,1-2 hour,Morgan Spurlock,Morgan Spurlock,"Chemeeka Walker, Dania Abu-Rmaileh, Amanda Kearsan, Christian Baucher",PG-13,7.2,,73.0,7.0,12.0,"$11,536,423",11 Jun 2004,2015-04-14,,https://www.netflix.com/watch/60034780,https://www.imdb.com/title/tt0390521,"Director Morgan Spurlock takes a hilarious and often terrifying look at the effects of fast food on the human body, using himself as a guinea pig.",101226.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABY6BAWjqNP_UtyFlkLycKLIg8cZoUXnnaG1bV_xFyL8yV4AS81iRR1XC59he81sPG4jl8QDqHLuALo82CTjKWOtvXg.jpg?r=7df,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyOTk4MjIxOF5BMl5BanBnXkFtZTcwMzk1NTUyMQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=GRPSeVyrd68,YouTube
Memento,"Mystery, Thriller","Crime Films,Thrillers,Independent Films,Crime Thrillers,Psychological Thrillers,Mysteries",English,Movie,4.3,"Japan,Switzerland,Germany,Sweden,South Korea",1-2 hour,Christopher Nolan,"Jonathan Nolan, Christopher Nolan","Joe Pantoliano, Carrie-Anne Moss, Mark Boone Junior, Guy Pearce",R,8.4,93.0,80.0,57.0,59.0,"$25,544,867",25 May 2001,2015-04-14,"Team Todd, I Remember Productions, Llc, Newmarket Capital Group",https://www.netflix.com/watch/60020435,https://www.imdb.com/title/tt0209144,"Suffering short-term memory loss after a head injury, Leonard Shelby embarks on a grim quest to find the lowlife who murdered his wife.",1127675.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXg2UWKRwv3lIMRU4fBLsu3TFRshTBCCUS_c-rWUIkREvzKUpbVsXtIuJWDtykz6IcyhOhsj9JltB8qfuOaTrFUkyg.jpg?r=4ce,https://images-na.ssl-images-amazon.com/images/M/MV5BZTcyNjk1MjgtOWI3Mi00YzQwLWI5MTktMzY4ZmI2NDAyNzYzXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,https://www.youtube.com/watch?v=Rq9eM4ZXRgs,YouTube
LOL,Drama,"International Movies,Romantic Comedies,French Films,Comedies,Romantic Films",English,Movie,8.6,Germany,1-2 hour,,,"Nicola Mahoney, Toni Cummings, Joe Hughes, Bryony Seth",,7.2,,,,,,15 Nov 2008,2015-04-14,,https://www.netflix.com/watch/70295080,https://www.imdb.com/title/tt4061878,"After her boyfriend is unfaithful, 14-year-old Lola dumps him and then finds herself falling in love with his best pal -- against her better judgment.",5.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf-IFrWX4i0mhmIRv9ysZEtCUr3vtu2_SawbKF3U7xeVZKkYOiIE_AwHHFBtLaEYtFTWn1mJ2K5OrjOoHpfKzN8yIg.jpg?r=361,,,
Lammbock,Comedy,"German Comedies,Comedies,German Films",German,Movie,3.8,Germany,1-2 hour,Christian Zübert,Christian Zübert,"Lucas Gregorowicz, Julian Weigend, Moritz Bleibtreu, Marie Zielcke",Not Rated,7.3,79.0,,1.0,1.0,,23 Aug 2001,2015-04-14,,https://www.netflix.com/watch/80005465,https://www.imdb.com/title/tt0258760,"Buddies Stefan and Kai run a thriving pot business from the back of their pizzeria, but things take a disastrous turn when the plants become diseased.",10845.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdcIf195k2VoYw1gsRhQ7XycLu2qXRwswTwdUPwt7BG5EaUIsamGH9iI5U06lAJrc3Ot6ComsqqX9fVNJ8VOiqXO6w.jpg?r=5a8,https://images-na.ssl-images-amazon.com/images/M/MV5BM2VhZjMwNDMtZmQ5Zi00YWVjLWJhZGItYzUwYThjYzk3OTM2L2ltYWdlXkEyXkFqcGdeQXVyMzA3Njg4MzY@._V1_SX300.jpg,,
Ladykracher,Comedy,"TV Comedies,German TV Shows,TV Programmes",German,Series,7.7,"Switzerland,Germany",< 30 minutes,,,"Kai Lentrodt, Bettina Lamprecht, Friederike Kempter, Anke Engelke",,6.0,,,12.0,16.0,,11 Jan 2002,2015-04-14,,https://www.netflix.com/watch/80004997,https://www.imdb.com/title/tt0303487,"This award-winning sketch comedy series stars the funniest woman in Germany: Anke Engelke, in a variety of hilarious characters and situations.",514.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABccWcM6ayeCAcImyRG3UTp69pxv8oVlBmRv4C9q668CV86jB4mc4bDo_Jtmjz1roQKdMotmStoH1DrquUSsM_Csi2A.jpg?r=fe4,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2MjIwMzgxOF5BMl5BanBnXkFtZTcwMTU4NDcxMQ@@._V1_SX300.jpg,,
K-On!,"Animation, Comedy, Drama, Family, Music","TV Programmes,Music,Anime Series,Comedy Anime,Music & Musicals,Teen TV Shows,Japanese TV Shows,Family Watch Together TV,TV Shows Based on Manga",Japanese,Series,7.4,"United States,Canada",< 30 minutes,,,"Yôko Hikasa, Minako Kotobuki, Satomi Sato, Aki Toyosaki",TV-PG,7.7,,,3.0,,,02 Apr 2009,2015-04-14,,https://www.netflix.com/watch/80003477,https://www.imdb.com/title/tt1410218,"When theyre not gorging themselves on sugary snacks, four aspiring high school musicians crank out catchy tunes as members of the Light Music Club.",2888.0,https://occ-0-2219-2218.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc7MQfFgqya4-FMQrWBAZVq6TgTdGtgOTFCWLW_7h7OIKHLQavdyQCLr1muWDNhySiKvfEW4V0OL7yWPvEx7pc3N4g.jpg?r=e96,http://ia.media-imdb.com/images/M/MV5BODNiM2Q4ZDYtNmU1Ny00OTRhLThjY2QtNzE4MzZlMzFjMDY3XkEyXkFqcGdeQXVyNjQwNzI5MDA@._V1_SX300.jpg,,
The Kingdom,"Action, Drama, Thriller","Crime Films,Crime Action,Action,Action Thrillers","English, Arabic",Movie,2.9,"Belgium,Netherlands,Iceland,Sweden",1-2 hour,Peter Berg,Matthew Michael Carnahan,"Jennifer Garner, Jamie Foxx, Chris Cooper, Jason Bateman",R,7.0,51.0,56.0,,5.0,"$47,536,778",28 Sep 2007,2015-04-14,"Universal Pictures, Film 44, Forward Pass",https://www.netflix.com/watch/70058013,https://www.imdb.com/title/tt0431197,"A secret FBI squad travels to Riyadh, Saudi Arabia to investigate a deadly al-Qaida terrorist bombing targeting Americans.",118067.0,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfqYuqiXZxCOqDRpPFKPdhbBNe1VILWy7Ln2wovfsAvKNb0nGkl3WFwLVRX78zKOSVnc8AHlYPdx85HQNtK-Y7oUJg.jpg?r=7dd,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MDIzOTYwMV5BMl5BanBnXkFtZTcwMTM5OTA1MQ@@._V1_SX300.jpg,https://www.youtube.com/watch?v=T7xGu-SnWUk,YouTube
Kokowaah,Comedy,"German Comedies,Comedies,Dramas,German Films",German,Movie,3.5,Germany,> 2 hrs,"Torsten Künstler, Til Schweiger","Béla Jarzyk, Til Schweiger","Meret Becker, Anne-Sophie Briest, Numan Acar, Gode Benedix",,6.3,63.0,,3.0,1.0,,03 Feb 2011,2015-04-14,Barefoot Films,https://www.netflix.com/watch/80002731,https://www.imdb.com/title/tt1700258,"An errant screenwriter lands a golden career opportunity just as young Magdalena, the product of a long-ago one-night stand, appears on his doorstep.",9302.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW8Ny44C3Afl_RlL6lOsw8s5y9SDWc9Dk1u6CGh7U7rWzxNhw3yMsUMIaTt5gdemWi2xgni1ksd3VeycIPd5QcMdMg.jpg?r=3d3,https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwOTM4Mzg5OF5BMl5BanBnXkFtZTcwOTg1ODQxNA@@._V1_SX300.jpg,https://www.youtube.com/watch?v=uaYN8rtxEAY,YouTube
The Iron Lady,"Biography, Drama","Dramas,Award-winning Movies,Academy Award-Winning Films,Award-winning Dramas,International Movies,British Films,Golden Globe Award-winning Films,Dramas based on real life,Movies Based on Real Life,Political Dramas",English,Movie,2.8,"Sweden,United States,Czech Republic,Slovakia",1-2 hour,Phyllida Lloyd,Abi Morgan,"Susan Brown, Jim Broadbent, Meryl Streep, Alice da Cunha",PG-13,6.4,52.0,54.0,25.0,47.0,"$30,017,992",13 Jan 2012,2015-04-14,Pathé,https://www.netflix.com/watch/70189282,https://www.imdb.com/title/tt1007029,"Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics.",103595.0,https://occ-0-2773-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABcCVK4HzYj_49umnS-iyy9Ok09YPOFZC0WI4XbOIfknQ2Rf4vsodVtqNtXpB5OE4b6ExC6PU4IKsupSoiu8p8JDrUA.jpg?r=719,https://images-na.ssl-images-amazon.com/images/M/MV5BODEzNDUyMDE3NF5BMl5BanBnXkFtZTcwMTgzOTg3Ng@@._V1_SX300.jpg,https://www.youtube.com/watch?v=IKPltuiEVJ8,YouTube
